setID	setName	source	size.orig	name.source
1243	645306	HS-GAG biosynthesis	REACTOME	31	HS-GAG biosynthesis
1244	645307	HS-GAG degradation	REACTOME	21	HS-GAG degradation
1245	645308	Chondroitin sulfate/dermatan sulfate metabolism	REACTOME	51	Chondroitin sulfate/dermatan sulfate metabolism
1246	645309	Chondroitin sulfate biosynthesis	REACTOME	21	Chondroitin sulfate biosynthesis (REACTOME)
1247	645311	CS/DS degradation	REACTOME	14	CS/DS degradation
1248	645312	Phospholipid metabolism	REACTOME	139	Phospholipid metabolism
1249	645313	Glycerophospholipid biosynthesis	REACTOME	89	Glycerophospholipid biosynthesis
1250	645314	Synthesis of PA	REACTOME	29	Synthesis of PA
1251	645316	Synthesis of PE	REACTOME	12	Synthesis of PE
1252	645317	Acyl chain remodelling of PE	REACTOME	24	Acyl chain remodelling of PE
1253	645319	Synthesis of PC	REACTOME	19	Synthesis of PC
1254	645321	Acyl chain remodelling of PC	REACTOME	26	Acyl chain remodelling of PC
1255	645324	Acyl chain remodelling of PS	REACTOME	18	Acyl chain remodelling of PS
1256	645326	Acyl chain remodelling of PI	REACTOME	16	Acyl chain remodelling of PI
1257	645328	Acyl chain remodelling of PG	REACTOME	18	Acyl chain remodelling of PG
1258	645332	PI Metabolism	REACTOME	51	PI Metabolism
1259	645334	Synthesis of PIPs at the Golgi membrane	REACTOME	18	Synthesis of PIPs at the Golgi membrane
1260	645336	Synthesis of PIPs at the plasma membrane	REACTOME	33	Synthesis of PIPs at the plasma membrane
1261	645338	Synthesis of PIPs at the early endosome membrane	REACTOME	13	Synthesis of PIPs at the early endosome membrane
1262	645341	Synthesis of PIPs at the late endosome membrane	REACTOME	10	Synthesis of PIPs at the late endosome membrane
1263	645343	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism*	REACTOME	12	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism*
1264	645352	Reversible hydration of carbon dioxide	REACTOME	12	Reversible hydration of carbon dioxide
1265	658418	Viral carcinogenesis	KEGG	205	Viral carcinogenesis
1266	672446	TSH signaling pathway	WikiPathways	64	TSH signaling pathway
1267	672447	RANKL/RANK Signaling Pathway	WikiPathways	54	RANKL/RANK Signaling Pathway
1268	672448	Alzheimers Disease	WikiPathways	79	Alzheimers Disease
1269	672449	miRs in Muscle Cell Differentiation	WikiPathways	30	miRs in Muscle Cell Differentiation
1270	672450	Integrated Cancer pathway	WikiPathways	35	Integrated Cancer pathway
1271	672451	TSLP Signaling Pathway	WikiPathways	38	TSLP Signaling Pathway
1272	672452	TWEAK Signaling Pathway	WikiPathways	43	TWEAK Signaling Pathway
1273	672453	Endothelin	WikiPathways	33	Endothelin
1274	672455	FSH signaling pathway	WikiPathways	27	FSH signaling pathway
1275	672456	Leptin signaling pathway	WikiPathways	60	Leptin signaling pathway
1276	672457	Synaptic Vesicle Pathway	WikiPathways	51	Synaptic Vesicle Pathway
1277	672458	Signaling Pathways in Glioblastoma	WikiPathways	80	Signaling Pathways in Glioblastoma
1278	672460	Neural Crest Differentiation	WikiPathways	101	Neural Crest Differentiation
1279	672461	Iron metabolism in placenta	WikiPathways	12	Iron metabolism in placenta
1280	672462	Prolactin Signaling Pathway	WikiPathways	75	Prolactin Signaling Pathway (WikiPathways)
1281	673221	Chemical carcinogenesis	KEGG	79	Chemical carcinogenesis
1282	685535	Constitutive PI3K/AKT Signaling in Cancer	REACTOME	86	Constitutive PI3K/AKT Signaling in Cancer
1283	685548	STING mediated induction of host immune responses	REACTOME	16	STING mediated induction of host immune responses
1284	685549	DAP12 interactions	REACTOME	172	DAP12 interactions
1285	685550	DAP12 signaling	REACTOME	158	DAP12 signaling
1286	685551	Regulation of cholesterol biosynthesis by SREBP (SREBF)	REACTOME	53	Regulation of cholesterol biosynthesis by SREBP (SREBF)
1287	685552	Activation of gene expression by SREBF (SREBP)	REACTOME	40	Activation of gene expression by SREBF (SREBP)
1288	685553	Arachidonic acid metabolism	REACTOME	49	Arachidonic acid metabolism (REACTOME)
1289	685554	Translocation of GLUT4 to the plasma membrane	REACTOME	61	Translocation of GLUT4 to the plasma membrane
1290	685555	Metabolism of Angiotensinogen to Angiotensins	REACTOME	16	Metabolism of Angiotensinogen to Angiotensins
1291	692234	PI3K-Akt signaling pathway	KEGG	347	PI3K-Akt signaling pathway
1292	694606	Hepatitis B	KEGG	146	Hepatitis B
1293	695200	HIF-1 signaling pathway	KEGG	106	HIF-1 signaling pathway
1294	698753	Interleukin-11 Signaling Pathway	WikiPathways	40	Interleukin-11 Signaling Pathway
1295	698754	AGE/RAGE pathway	WikiPathways	66	AGE/RAGE pathway
1296	698755	Drug Induction of Bile Acid Pathway	WikiPathways	17	Drug Induction of Bile Acid Pathway
1297	698757	Deregulation of Rab and Rab Effector Genes in Bladder Cancer	WikiPathways	16	Deregulation of Rab and Rab Effector Genes in Bladder Cancer
1298	698773	Circadian entrainment	KEGG	97	Circadian entrainment
1299	700638	Parkin-Ubiquitin Proteasomal System pathway	WikiPathways	71	Parkin-Ubiquitin Proteasomal System pathway
1300	703093	superpathway of citrulline metabolism	BIOCYC	13	superpathway of citrulline metabolism
1301	705377	Parkinsons Disease Pathway	WikiPathways	39	Parkinsons Disease Pathway
1302	711360	Integrated Pancreatic Cancer Pathway	WikiPathways	193	Integrated Pancreatic Cancer Pathway
1303	711361	Oncostatin M Signaling Pathway	WikiPathways	63	Oncostatin M Signaling Pathway
1304	712093	BDNF signaling pathway	WikiPathways	141	BDNF signaling pathway
1305	712094	Cardiac Progenitor Differentiation	WikiPathways	53	Cardiac Progenitor Differentiation
1306	714485	2-Oxocarboxylic acid metabolism	KEGG	17	2-Oxocarboxylic acid metabolism
1307	730306	Assembly of collagen fibrils and other multimeric structures	REACTOME	54	Assembly of collagen fibrils and other multimeric structures
1308	730309	Collagen degradation	REACTOME	38	Collagen degradation
1309	730310	Elastic fibre formation	REACTOME	41	Elastic fibre formation
1310	730311	Molecules associated with elastic fibres	REACTOME	30	Molecules associated with elastic fibres
1311	730315	Resolution of Sister Chromatid Cohesion	REACTOME	102	Resolution of Sister Chromatid Cohesion
1312	730317	Mitotic Metaphase and Anaphase*	REACTOME	175	Mitotic Metaphase and Anaphase*
1313	730318	Separation of Sister Chromatids	REACTOME	163	Separation of Sister Chromatids
1314	730320	Inositol phosphate metabolism	REACTOME	46	Inositol phosphate metabolism (REACTOME)
1315	730321	Synthesis of IP3 and IP4 in the cytosol	REACTOME	27	Synthesis of IP3 and IP4 in the cytosol
1316	730332	Synthesis of IP2, IP, and Ins in the cytosol	REACTOME	11	Synthesis of IP2, IP, and Ins in the cytosol
1317	730333	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	REACTOME	14	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
1318	730334	Synthesis of Leukotrienes (LT) and Eoxins (EX)	REACTOME	20	Synthesis of Leukotrienes (LT) and Eoxins (EX)
1319	730347	SHC-related events triggered by IGF1R	REACTOME	18	SHC-related events triggered by IGF1R
1320	730349	Signaling by Activin	REACTOME	13	Signaling by Activin
1321	739007	Spinal Cord Injury	WikiPathways	111	Spinal Cord Injury
1322	739008	Trans-sulfuration pathway	WikiPathways	10	Trans-sulfuration pathway
1323	749777	Hippo signaling pathway	KEGG	153	Hippo signaling pathway
1324	755436	AhR pathway	WikiPathways	29	AhR pathway
1325	755438	SREBF and miR33 in cholesterol and lipid homeostasis	WikiPathways	16	SREBF and miR33 in cholesterol and lipid homeostasis
1326	755439	Regulation of Microtubule Cytoskeleton	WikiPathways	44	Regulation of Microtubule Cytoskeleton
1327	755440	Prostate Cancer	WikiPathways	109	Prostate Cancer (WikiPathways)
1328	760635	Gastric cancer network 1	WikiPathways	42	Gastric cancer network 1
1329	760636	Sphingolipid Metabolism	WikiPathways	21	Sphingolipid Metabolism (WikiPathways)
1330	760637	Gastric cancer network 2	WikiPathways	32	Gastric cancer network 2
1331	771568	Stimuli-sensing channels	REACTOME	92	Stimuli-sensing channels
1332	771569	Regulation of PLK1 Activity at G2/M Transition	REACTOME	80	Regulation of PLK1 Activity at G2/M Transition
1333	771570	Nuclear Envelope Breakdown	REACTOME	50	Nuclear Envelope Breakdown
1334	771573	Nuclear Envelope Reassembly*	REACTOME	13	Nuclear Envelope Reassembly*
1335	771576	Cytosolic iron-sulfur cluster assembly	REACTOME	14	Cytosolic iron-sulfur cluster assembly
1336	771577	Fcgamma receptor (FCGR) dependent phagocytosis	REACTOME	82	Fcgamma receptor (FCGR) dependent phagocytosis
1337	771578	FCGR activation	REACTOME	12	FCGR activation
1338	771579	Regulation of actin dynamics for phagocytic cup formation	REACTOME	58	Regulation of actin dynamics for phagocytic cup formation
1339	771580	Role of phospholipids in phagocytosis	REACTOME	24	Role of phospholipids in phagocytosis
1340	771581	Diseases associated with visual transduction*	REACTOME	96	Diseases associated with visual transduction*
1341	771585	The canonical retinoid cycle in rods (twilight vision)	REACTOME	22	The canonical retinoid cycle in rods (twilight vision)
1342	771591	Constitutive Signaling by NOTCH1 HD Domain Mutants	REACTOME	15	Constitutive Signaling by NOTCH1 HD Domain Mutants
1343	771593	Constitutive Signaling by NOTCH1 PEST Domain Mutants*	REACTOME	57	Constitutive Signaling by NOTCH1 PEST Domain Mutants*
1344	771599	Binding and Uptake of Ligands by Scavenger Receptors	REACTOME	41	Binding and Uptake of Ligands by Scavenger Receptors
1345	771600	Scavenging of heme from plasma	REACTOME	13	Scavenging of heme from plasma
1346	771602	NOTCH2 Activation and Transmission of Signal to the Nucleus	REACTOME	21	NOTCH2 Activation and Transmission of Signal to the Nucleus
1347	771603	Peptide hormone metabolism	REACTOME	85	Peptide hormone metabolism
1348	777534	Insulin secretion	KEGG	86	Insulin secretion
1349	782000	Proteoglycans in cancer	KEGG	222	Proteoglycans in cancer
1350	790011	Ovarian steroidogenesis	KEGG	51	Ovarian steroidogenesis
1351	790012	Biosynthesis of amino acids	KEGG	73	Biosynthesis of amino acids
1352	799177	Estrogen signaling pathway	KEGG	100	Estrogen signaling pathway (KEGG)
1353	812256	TNF signaling pathway	KEGG	110	TNF signaling pathway
1354	814182	Prolactin signaling pathway	KEGG	72	Prolactin signaling pathway (KEGG)
1355	814926	Carbon metabolism	KEGG	106	Carbon metabolism
1356	833793	The phototransduction cascade*	REACTOME	33	The phototransduction cascade*
1357	833796	Reproduction*	REACTOME	26	Reproduction*
1358	833803	Nuclear Pore Complex (NPC) Disassembly	REACTOME	33	Nuclear Pore Complex (NPC) Disassembly
1359	833804	Cobalamin (Cbl, vitamin B12) transport and metabolism	REACTOME	19	Cobalamin (Cbl, vitamin B12) transport and metabolism
1360	833810	Non-integrin membrane-ECM interactions	REACTOME	42	Non-integrin membrane-ECM interactions
1361	833811	Syndecan interactions	REACTOME	20	Syndecan interactions
1362	833812	ECM proteoglycans	REACTOME	55	ECM proteoglycans
1363	833814	Scavenging by Class A Receptors	REACTOME	19	Scavenging by Class A Receptors
1364	833819	IRF3-mediated induction of type I IFN	REACTOME	13	IRF3-mediated induction of type I IFN
1365	833822	DEx/H-box helicases activate type I IFN and inflammatory cytokines production	REACTOME	13	DEx/H-box helicases activate type I IFN and inflammatory cytokines production
1366	833823	Regulation of innate immune responses to cytosolic DNA	REACTOME	15	Regulation of innate immune responses to cytosolic DNA
1367	833825	Fc epsilon receptor (FCERI) signaling	REACTOME	173	Fc epsilon receptor (FCERI) signaling
1368	833826	FCERI mediated MAPK activation	REACTOME	34	FCERI mediated MAPK activation
1369	833827	FCERI mediated Ca+2 mobilization	REACTOME	30	FCERI mediated Ca+2 mobilization
1370	833828	FCERI mediated NF-kB activation	REACTOME	24	FCERI mediated NF-kB activation
1371	833829	Role of LAT2/NTAL/LAB on calcium mobilization	REACTOME	104	Role of LAT2/NTAL/LAB on calcium mobilization
1372	833832	WNT ligand biogenesis and trafficking	REACTOME	26	WNT ligand biogenesis and trafficking
1373	835410	Thyroid hormone synthesis	KEGG	72	Thyroid hormone synthesis
1374	842771	Inflammatory bowel disease (IBD)	KEGG	63	Inflammatory bowel disease (IBD)
1375	852705	MicroRNAs in cancer	KEGG	150	MicroRNAs in cancer
1376	855811	Citrate cycle (TCA cycle, Krebs cycle)	KEGG	22	Citrate cycle (TCA cycle, Krebs cycle)
1377	862188	Non-alcoholic fatty liver disease (NAFLD)	KEGG	147	Non-alcoholic fatty liver disease (NAFLD)
1378	868084	Fatty acid metabolism	KEGG	48	Fatty acid metabolism
1379	868085	Ras signaling pathway	KEGG	227	Ras signaling pathway
1380	868086	Rap1 signaling pathway	KEGG	213	Rap1 signaling pathway
1381	905990	Glycogen synthesis	REACTOME	15	Glycogen synthesis
1382	905991	Cellular Senescence	REACTOME	187	Cellular Senescence
1383	905992	Oncogene Induced Senescence	REACTOME	30	Oncogene Induced Senescence
1384	905993	Oxidative Stress Induced Senescence	REACTOME	120	Oxidative Stress Induced Senescence
1385	905994	DNA Damage/Telomere Stress Induced Senescence	REACTOME	76	DNA Damage/Telomere Stress Induced Senescence
1386	905995	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	REACTOME	16	Formation of Senescence-Associated Heterochromatin Foci (SAHF)
1387	905996	Senescence-Associated Secretory Phenotype (SASP)	REACTOME	105	Senescence-Associated Secretory Phenotype (SASP)
1388	905997	Signaling by Leptin	REACTOME	21	Signaling by Leptin
1389	906028	TRP channels	REACTOME	25	TRP channels
1390	906029	Laminin interactions	REACTOME	23	Laminin interactions
1391	908257	Adrenergic signaling in cardiomyocytes	KEGG	149	Adrenergic signaling in cardiomyocytes
1392	920957	Corticotropin-releasing hormone	WikiPathways	90	Corticotropin-releasing hormone
1393	920958	Trans-sulfuration and one carbon metabolism	WikiPathways	31	Trans-sulfuration and one carbon metabolism
1394	920962	Serotonin Transporter Activity	WikiPathways	10	Serotonin Transporter Activity
1395	920963	Allograft Rejection	WikiPathways	36	Allograft Rejection (WikiPathways)
1396	920968	IL17 signaling pathway	WikiPathways	31	IL17 signaling pathway
1397	920974	Vitamin B12 Metabolism	WikiPathways	19	Vitamin B12 Metabolism
1398	920975	Amyotrophic lateral sclerosis (ALS)	WikiPathways	34	Amyotrophic lateral sclerosis (ALS) (WikiPathways)
1399	920977	RB in Cancer	WikiPathways	87	RB in Cancer
1400	920978	Physiological and Pathological Hypertrophy of the Heart	WikiPathways	24	Physiological and Pathological Hypertrophy of the Heart
1401	920993	Interferon type I	WikiPathways	49	Interferon type I
1402	920995	Dopamine metabolism	WikiPathways	13	Dopamine metabolism
1403	921162	FoxO signaling pathway	KEGG	133	FoxO signaling pathway
1404	941394	beta-catenin independent WNT signaling	REACTOME	147	beta-catenin independent WNT signaling
1405	941395	PCP/CE pathway	REACTOME	91	PCP/CE pathway
1406	941396	Asymmetric localization of PCP proteins	REACTOME	63	Asymmetric localization of PCP proteins
1407	941397	WNT5A-dependent internalization of FZD4	REACTOME	15	WNT5A-dependent internalization of FZD4
1408	941398	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	REACTOME	13	WNT5A-dependent internalization of FZD2, FZD5 and ROR2
1409	941399	Ca2+ pathway	REACTOME	64	Ca2+ pathway
1410	941400	Detoxification of Reactive Oxygen Species	REACTOME	27	Detoxification of Reactive Oxygen Species
1411	941401	Condensation of Prophase Chromosomes	REACTOME	71	Condensation of Prophase Chromosomes
1412	941402	Chromatin organization*	REACTOME	139	Chromatin organization*
1413	946598	Thyroid hormone signaling pathway	KEGG	119	Thyroid hormone signaling pathway
1414	948277	Inflammatory mediator regulation of TRP channels	KEGG	99	Inflammatory mediator regulation of TRP channels
1415	952858	Platelet activation	KEGG	131	Platelet activation
1416	952859	Oxytocin signaling pathway	KEGG	158	Oxytocin signaling pathway
1417	980448	Depolymerisation of the Nuclear Lamina	REACTOME	15	Depolymerisation of the Nuclear Lamina
1418	980449	Epigenetic regulation of gene expression	REACTOME	113	Epigenetic regulation of gene expression
1419	980450	PRC2 methylates histones and DNA	REACTOME	70	PRC2 methylates histones and DNA
1420	980452	Negative epigenetic regulation of rRNA expression	REACTOME	98	Negative epigenetic regulation of rRNA expression
1421	980453	SIRT1 negatively regulates rRNA Expression	REACTOME	65	SIRT1 negatively regulates rRNA Expression
1422	980454	NoRC negatively regulates rRNA expression	REACTOME	95	NoRC negatively regulates rRNA expression
1423	980455	Transcriptional regulation of pluripotent stem cells	REACTOME	21	Transcriptional regulation of pluripotent stem cells
1424	980458	Sialic acid metabolism	REACTOME	33	Sialic acid metabolism
1425	980459	O-linked glycosylation	REACTOME	101	O-linked glycosylation
1426	980460	O-glycosylation of TSR domain-containing proteins	REACTOME	39	O-glycosylation of TSR domain-containing proteins
1427	980470	Cellular response to heat stress	REACTOME	38	Cellular response to heat stress
1428	980472	HSF1-dependent transactivation	REACTOME	21	HSF1-dependent transactivation
1429	980474	Regulation of HSF1-mediated heat shock response	REACTOME	19	Regulation of HSF1-mediated heat shock response
1430	980475	TCF dependent signaling in response to WNT	REACTOME	216	TCF dependent signaling in response to WNT
1431	980477	disassembly of the destruction complex and recruitment of AXIN to the membrane	REACTOME	29	disassembly of the destruction complex and recruitment of AXIN to the membrane
1432	980478	formation of the beta-catenin:TCF transactivating complex	REACTOME	87	formation of the beta-catenin:TCF transactivating complex
1433	980480	deactivation of the beta-catenin transactivating complex	REACTOME	32	deactivation of the beta-catenin transactivating complex
1434	980481	degradation of DVL	REACTOME	56	degradation of DVL
1435	980482	degradation of AXIN	REACTOME	54	degradation of AXIN
1436	980483	regulation of FZD by ubiquitination	REACTOME	21	regulation of FZD by ubiquitination
1437	980484	negative regulation of TCF-dependent signaling by WNT ligand antagonists	REACTOME	15	negative regulation of TCF-dependent signaling by WNT ligand antagonists
1438	980485	Organelle biogenesis and maintenance*	REACTOME	54	Organelle biogenesis and maintenance*
1439	980488	Transcriptional activation of mitochondrial biogenesis	REACTOME	45	Transcriptional activation of mitochondrial biogenesis
1440	983748	cGMP-PKG signaling pathway	KEGG	167	cGMP-PKG signaling pathway
1441	989139	AMPK signaling pathway	KEGG	123	AMPK signaling pathway
