setID	setName	source	size.orig	name.source
83091	GnRH signaling pathway	KEGG	92	GnRH signaling pathway
83090	Insulin signaling pathway	KEGG	141	Insulin signaling pathway
83089	Regulation of actin cytoskeleton	KEGG	215	Regulation of actin cytoskeleton (KEGG)
83088	Taste transduction	KEGG	52	Taste transduction
83087	Olfactory transduction	KEGG	402	Olfactory transduction
83086	Long-term depression	KEGG	60	Long-term depression
83085	Long-term potentiation	KEGG	67	Long-term potentiation
83084	Circadian rhythm	KEGG	30	Circadian rhythm
83083	Leukocyte transendothelial migration	KEGG	118	Leukocyte transendothelial migration
83082	Fc epsilon RI signaling pathway	KEGG	70	Fc epsilon RI signaling pathway
83081	B cell receptor signaling pathway	KEGG	72	B cell receptor signaling pathway (KEGG)
83080	T cell receptor signaling pathway	KEGG	104	T cell receptor signaling pathway
83079	Natural killer cell mediated cytotoxicity	KEGG	128	Natural killer cell mediated cytotoxicity
83078	Hematopoietic cell lineage	KEGG	86	Hematopoietic cell lineage
83077	Jak-STAT signaling pathway	KEGG	156	Jak-STAT signaling pathway
83076	Toll-like receptor signaling pathway*	KEGG	104	Toll-like receptor signaling pathway*
83075	Renin-angiotensin system	KEGG	17	Renin-angiotensin system
83074	Antigen processing and presentation	KEGG	69	Antigen processing and presentation
83073	Complement and coagulation cascades	KEGG	69	Complement and coagulation cascades (KEGG)
83072	Gap junction	KEGG	89	Gap junction
83071	Tight junction	KEGG	134	Tight junction
83070	Adherens junction	KEGG	73	Adherens junction
83069	Cell adhesion molecules (CAMs)	KEGG	140	Cell adhesion molecules (CAMs)
83068	ECM-receptor interaction	KEGG	87	ECM-receptor interaction
83067	Focal adhesion	KEGG	207	Focal adhesion (KEGG)
83066	VEGF signaling pathway	KEGG	61	VEGF signaling pathway
83065	Axon guidance	KEGG	127	Axon guidance (KEGG)
83064	TGF-beta signaling pathway	KEGG	80	TGF-beta signaling pathway
83063	Hedgehog signaling pathway	KEGG	51	Hedgehog signaling pathway (KEGG)
83062	Notch signaling pathway	KEGG	48	Notch signaling pathway (KEGG)
83061	Wnt signaling pathway	KEGG	139	Wnt signaling pathway (KEGG)
83060	Apoptosis	KEGG	86	Apoptosis (KEGG)
83059	mTOR signaling pathway	KEGG	60	mTOR signaling pathway (KEGG)
83058	Regulation of autophagy	KEGG	39	Regulation of autophagy
83057	SNARE interactions in vesicular transport	KEGG	34	SNARE interactions in vesicular transport
83056	Ubiquitin mediated proteolysis	KEGG	137	Ubiquitin mediated proteolysis
83055	p53 signaling pathway	KEGG	68	p53 signaling pathway
83054	Cell cycle	KEGG	124	Cell cycle (KEGG)
83053	Neuroactive ligand-receptor interaction	KEGG	275	Neuroactive ligand-receptor interaction
83052	Phosphatidylinositol signaling system	KEGG	81	Phosphatidylinositol signaling system
83051	Cytokine-cytokine receptor interaction	KEGG	263	Cytokine-cytokine receptor interaction
83050	Calcium signaling pathway	KEGG	180	Calcium signaling pathway
83049	ErbB signaling pathway	KEGG	87	ErbB signaling pathway (KEGG)
83048	MAPK signaling pathway	KEGG	257	MAPK signaling pathway (KEGG)
83047	Non-homologous end-joining	KEGG	13	Non-homologous end-joining
83046	Homologous recombination	KEGG	28	Homologous recombination (KEGG)
83045	Mismatch repair	KEGG	23	Mismatch repair
83044	Nucleotide excision repair	KEGG	46	Nucleotide excision repair (KEGG)
83043	Base excision repair	KEGG	33	Base excision repair
83042	PPAR signaling pathway	KEGG	69	PPAR signaling pathway
83041	Protein export	KEGG	23	Protein export
83040	Proteasome	KEGG	44	Proteasome
83039	DNA replication	KEGG	36	DNA replication (KEGG)
83038	Basal transcription factors	KEGG	45	Basal transcription factors
83037	RNA polymerase	KEGG	31	RNA polymerase
83036	Ribosome	KEGG	132	Ribosome
83035	ABC transporters	KEGG	44	ABC transporters
83034	Biosynthesis of unsaturated fatty acids	KEGG	21	Biosynthesis of unsaturated fatty acids
83033	Drug metabolism - other enzymes	KEGG	46	Drug metabolism - other enzymes
83032	Drug metabolism - cytochrome P450	KEGG	67	Drug metabolism - cytochrome P450
83031	Metabolism of xenobiotics by cytochrome P450	KEGG	73	Metabolism of xenobiotics by cytochrome P450
83030	Aminoacyl-tRNA biosynthesis	KEGG	44	Aminoacyl-tRNA biosynthesis
83025	Nitrogen metabolism	KEGG	17	Nitrogen metabolism
83022	Terpenoid backbone biosynthesis	KEGG	21	Terpenoid backbone biosynthesis
83021	Porphyrin and chlorophyll metabolism	KEGG	43	Porphyrin and chlorophyll metabolism
83020	Retinol metabolism	KEGG	64	Retinol metabolism
83018	Folate biosynthesis	KEGG	14	Folate biosynthesis
83015	Pantothenate and CoA biosynthesis	KEGG	17	Pantothenate and CoA biosynthesis
83014	Nicotinate and nicotinamide metabolism	KEGG	28	Nicotinate and nicotinamide metabolism
83012	Riboflavin metabolism	KEGG	12	Riboflavin metabolism
83008	One carbon pool by folate	KEGG	20	One carbon pool by folate
83007	Butanoate metabolism	KEGG	26	Butanoate metabolism
83004	Propanoate metabolism	KEGG	32	Propanoate metabolism
83002	Glyoxylate and dicarboxylate metabolism	KEGG	25	Glyoxylate and dicarboxylate metabolism
82998	Pyruvate metabolism	KEGG	42	Pyruvate metabolism (KEGG)
82997	Glycosphingolipid biosynthesis - ganglio series	KEGG	15	Glycosphingolipid biosynthesis - ganglio series
82996	Glycosphingolipid biosynthesis - globo series	KEGG	14	Glycosphingolipid biosynthesis - globo series
82995	Glycosphingolipid biosynthesis - lacto and neolacto series	KEGG	26	Glycosphingolipid biosynthesis - lacto and neolacto series
82994	Sphingolipid metabolism	KEGG	47	Sphingolipid metabolism (KEGG)
82993	alpha-Linolenic acid metabolism	KEGG	25	alpha-Linolenic acid metabolism
82992	Linoleic acid metabolism	KEGG	29	Linoleic acid metabolism
82991	Arachidonic acid metabolism	KEGG	64	Arachidonic acid metabolism (KEGG)
82990	Ether lipid metabolism	KEGG	42	Ether lipid metabolism
82989	Glycerophospholipid metabolism	KEGG	92	Glycerophospholipid metabolism
82988	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	KEGG	25	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
82987	Inositol phosphate metabolism	KEGG	61	Inositol phosphate metabolism (KEGG)
82986	Glycerolipid metabolism	KEGG	55	Glycerolipid metabolism
82984	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	KEGG	24	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
82983	Glycosaminoglycan biosynthesis - keratan sulfate	KEGG	15	Glycosaminoglycan biosynthesis - keratan sulfate
82982	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	KEGG	20	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
82981	Glycosaminoglycan degradation	KEGG	19	Glycosaminoglycan degradation
82979	Amino sugar and nucleotide sugar metabolism	KEGG	47	Amino sugar and nucleotide sugar metabolism
82978	Other types of O-glycan biosynthesis	KEGG	31	Other types of O-glycan biosynthesis
82977	Mucin type O-Glycan biosynthesis	KEGG	31	Mucin type O-Glycan biosynthesis
82976	Other glycan degradation	KEGG	18	Other glycan degradation
82975	N-Glycan biosynthesis	KEGG	49	N-Glycan biosynthesis
82974	Starch and sucrose metabolism	KEGG	56	Starch and sucrose metabolism
82973	Glutathione metabolism	KEGG	50	Glutathione metabolism (KEGG)
82969	Selenocompound metabolism	KEGG	17	Selenocompound metabolism
82966	beta-Alanine metabolism	KEGG	30	beta-Alanine metabolism
82964	Tryptophan metabolism	KEGG	40	Tryptophan metabolism (KEGG)
82960	Phenylalanine metabolism	KEGG	18	Phenylalanine metabolism
82959	Tyrosine metabolism	KEGG	39	Tyrosine metabolism
82958	Histidine metabolism	KEGG	28	Histidine metabolism
82957	Arginine and proline metabolism	KEGG	60	Arginine and proline metabolism
82956	Lysine degradation	KEGG	51	Lysine degradation
82952	Valine, leucine and isoleucine degradation	KEGG	44	Valine, leucine and isoleucine degradation
82949	Glycine, serine and threonine metabolism	KEGG	39	Glycine, serine and threonine metabolism
82946	Pyrimidine metabolism	KEGG	104	Pyrimidine metabolism (KEGG)
82944	Purine metabolism	KEGG	170	Purine metabolism (KEGG)
82942	Oxidative phosphorylation	KEGG	120	Oxidative phosphorylation (KEGG)
82940	Steroid hormone biosynthesis	KEGG	57	Steroid hormone biosynthesis
82938	Primary bile acid biosynthesis	KEGG	17	Primary bile acid biosynthesis
82937	Steroid biosynthesis	KEGG	20	Steroid biosynthesis
82935	Fatty acid degradation	KEGG	44	Fatty acid degradation
82934	Fatty acid elongation	KEGG	23	Fatty acid elongation
82932	Ascorbate and aldarate metabolism	KEGG	27	Ascorbate and aldarate metabolism
82931	Galactose metabolism	KEGG	31	Galactose metabolism
82930	Fructose and mannose metabolism	KEGG	32	Fructose and mannose metabolism
82929	Pentose and glucuronate interconversions	KEGG	34	Pentose and glucuronate interconversions
82928	Pentose phosphate pathway	KEGG	28	Pentose phosphate pathway
82927	Citrate cycle (TCA cycle)	KEGG	30	Citrate cycle (TCA cycle)
82926	Glycolysis / Gluconeogenesis	KEGG	66	Glycolysis / Gluconeogenesis
